inventory_id,product_id,warehouse_id,stock,reorder_level,last_restock_date
2486,PROD02066,WH046,455.0,43,2024-04-03
2487,PROD02511,WH032,51.0,75,2024-10-04
2488,PROD11083,WH050,270.0,85,2022-11-11
2489,PROD13017,WH027,467.0,82,2022-01-15
2490,PROD09061,WH008,336.0,52,2023-04-09
2491,PROD02029,WH017,191.0,58,2024-01-17
2492,PROD07602,WH004,274.0,54,2022-08-11
2493,PROD09838,WH024,429.0,76,2022-11-28
2494,PROD09863,WH046,382.0,75,2022-01-12
2495,PROD07028,WH023,101.0,34,2023-01-24
2496,PROD08052,WH033,68.0,70,2024-05-12
2497,PROD14810,WH033,82.0,45,2024-09-08
2498,PROD07411,WH027,215.0,82,2025-01-31
2499,PROD12032,WH015,349.0,36,2023-10-28
2500,PROD05813,WH049,371.0,69,2022-09-27
2501,PROD02022,WH042,405.0,22,2022-09-16
2502,PROD07841,WH046,256.0,21,2025-11-02
2503,PROD03470,WH014,347.0,63,2024-05-29
2504,PROD05105,WH018,4.0,75,2024-09-10
2505,PROD06038,WH048,248.0,30,2024-05-28
2506,PROD13019,WH014,78.0,85,2023-01-18
2507,PROD18503,WH005,392.0,34,2023-06-24
2508,PROD06551,WH024,420.0,74,2023-02-11
2509,PROD05044,WH023,400.0,33,2025-12-06
2510,PROD15642,WH014,92.0,44,2025-04-25
2511,PROD09724,WH009,61.0,36,2024-04-01
2512,PROD04297,WH005,98.0,38,2024-05-23
2513,PROD02767,WH014,102.0,31,2022-04-15
2514,PROD14098,WH025,268.0,59,2025-12-04
2515,PROD11331,WH009,172.0,74,2024-09-08
2516,PROD01363,WH049,218.0,26,2023-09-16
2517,PROD02557,WH005,186.0,55,2023-12-20
2518,PROD12747,WH018,163.0,26,2023-01-08
2519,PROD04756,WH032,26.0,61,2023-03-11
2520,PROD03467,WH012,143.0,97,2022-07-26
2521,PROD05754,WH004,129.0,82,2024-01-15
2522,PROD06606,WH028,57.0,32,2025-10-02
2523,PROD07135,WH045,282.0,36,2023-11-10
2524,PROD00941,WH018,414.0,66,2025-04-21
2525,PROD16391,WH003,190.0,50,2025-08-24
2526,PROD16477,WH035,,69,2022-06-28
2527,PROD18019,WH044,322.0,97,2022-09-04
2528,PROD06845,WH022,495.0,44,2023-01-31
2529,PROD00507,WH042,38.0,89,2025-06-21
2530,PROD05502,WH028,371.0,80,2023-02-18
2531,PROD01448,WH019,78.0,25,2022-09-19
2532,PROD18416,WH025,281.0,52,2025-02-21
2533,PROD04860,WH016,229.0,100,2022-08-29
2534,PROD12662,WH020,247.0,73,2024-12-08
2535,PROD11822,WH043,11.0,41,2025-05-12
2536,PROD17792,WH011,495.0,36,2023-08-17
2537,PROD05859,WH002,31.0,44,2024-03-25
2538,PROD12639,WH045,272.0,85,2022-06-03
2539,PROD10193,WH038,384.0,85,2024-02-26
2540,PROD08322,WH008,199.0,71,2025-05-28
2541,PROD17237,WH035,94.0,20,2022-11-24
2542,PROD10107,WH035,303.0,21,2024-11-16
2543,PROD04564,WH049,362.0,87,2023-06-15
2544,PROD04119,WH039,112.0,57,2025-12-21
2545,PROD14679,WH041,60.0,41,2023-04-04
2546,PROD01154,WH030,121.0,57,2022-03-22
2547,PROD08844,WH005,474.0,37,2023-07-08
2548,PROD02713,WH036,127.0,46,2024-12-30
2549,PROD13267,WH032,332.0,64,2025-07-19
2550,PROD05760,WH016,166.0,30,2025-12-15
2551,PROD00393,WH007,369.0,37,2024-04-16
2552,PROD03564,WH047,29.0,100,2022-01-22
2553,PROD13485,WH009,374.0,55,2022-12-28
2554,PROD18639,WH006,275.0,94,2022-08-06
2555,PROD15482,WH036,,100,2025-07-23
2556,PROD18640,WH041,105.0,76,2023-03-28
2557,PROD04241,WH005,104.0,94,2025-07-13
2558,PROD09090,WH013,228.0,49,2024-06-07
2559,PROD15237,WH013,461.0,81,2022-07-11
2560,PROD16104,WH004,235.0,43,2022-12-27
2561,PROD06511,WH002,251.0,43,2025-08-19
2562,PROD11899,WH006,158.0,40,2022-12-30
2563,PROD12119,WH045,311.0,44,2022-05-23
2564,PROD06926,WH020,218.0,51,2024-07-20
2565,PROD15814,WH042,370.0,87,2022-10-09
2566,PROD10723,WH003,51.0,68,2024-02-26
2567,PROD10903,WH027,423.0,21,2025-08-12
2568,PROD02222,WH044,127.0,30,2023-07-03
2569,PROD00039,WH040,307.0,21,2022-01-20
2570,PROD04389,WH030,376.0,63,2025-12-19
2571,PROD19949,WH034,71.0,81,2025-02-26
2572,PROD19117,WH029,83.0,59,2023-11-11
2573,PROD18050,WH013,124.0,27,2025-01-18
2574,PROD09998,WH040,278.0,35,2022-02-13
2575,PROD14813,WH042,278.0,57,2022-07-30
2576,PROD00509,WH040,212.0,38,2022-01-03
2577,PROD03384,WH006,116.0,74,2024-02-29
2578,PROD03551,WH046,335.0,56,2023-04-08
2579,PROD08502,WH045,452.0,34,2024-10-04
2580,PROD00982,WH027,114.0,33,2023-08-01
2581,PROD08805,WH020,315.0,62,2022-08-31
2582,PROD19971,WH050,458.0,25,2025-05-23
2583,PROD17638,WH004,219.0,87,2023-11-17
2584,PROD05238,WH004,347.0,74,2022-11-04
2585,PROD12860,WH014,418.0,56,2023-12-15
2586,PROD19928,WH005,469.0,83,2025-09-17
2587,PROD14981,WH007,415.0,29,2022-01-05
2588,PROD13880,WH008,335.0,38,2023-10-18
2589,PROD10064,WH010,228.0,81,2022-05-18
2590,PROD08256,WH002,218.0,55,2022-10-24
2591,PROD10127,WH047,65.0,43,2024-02-28
2592,PROD12692,WH047,253.0,74,2024-09-12
2593,PROD03175,WH003,406.0,62,2022-10-11
2594,PROD05826,WH010,214.0,90,2024-10-15
2595,PROD14890,WH030,252.0,88,2025-01-03
2596,PROD05951,WH010,42.0,94,2024-05-13
2597,PROD16767,WH002,397.0,48,2025-12-10
2598,PROD09395,WH018,185.0,20,2023-02-21
2599,PROD03902,WH016,285.0,80,2022-10-01
2600,PROD17608,WH014,466.0,64,2024-01-10
2601,PROD01968,WH048,235.0,38,2025-02-03
2602,PROD15530,WH018,107.0,48,2022-04-25
2603,PROD12990,WH027,492.0,38,2024-02-13
2604,PROD11962,WH011,494.0,74,2024-02-01
2605,PROD01555,WH011,54.0,94,2022-06-01
2606,PROD06227,WH040,304.0,40,2022-03-03
2607,PROD13571,WH016,72.0,30,2023-05-17
2608,PROD11415,WH032,291.0,73,2022-11-03
2609,PROD04709,WH012,380.0,37,2024-12-16
2610,PROD19530,WH012,210.0,63,2024-06-28
2611,PROD02731,WH048,56.0,39,2022-05-03
2612,PROD11713,WH003,384.0,42,2024-10-27
2613,PROD08488,WH032,202.0,74,2025-10-24
2614,PROD02173,WH041,364.0,53,2025-03-17
2615,PROD03894,WH028,363.0,49,2024-05-17
2616,PROD12017,WH005,498.0,31,2024-12-04
2617,PROD05337,WH044,380.0,47,2024-03-31
2618,PROD12578,WH009,200.0,43,2025-02-19
2619,PROD11112,WH040,39.0,79,2024-09-04
2620,PROD14385,WH036,328.0,71,2024-02-19
2621,PROD13275,WH014,411.0,67,2025-08-17
2622,PROD15181,WH034,138.0,33,2022-08-02
2623,PROD08391,WH016,308.0,62,2022-02-27
2624,PROD16351,WH048,83.0,89,2022-08-07
2625,PROD08343,WH035,305.0,21,2023-09-26
2626,PROD14109,WH041,103.0,24,2023-05-08
2627,PROD07284,WH050,500.0,92,2025-03-02
2628,PROD10160,WH002,404.0,81,2022-04-04
2629,PROD15649,WH047,47.0,59,2022-01-18
2630,PROD14662,WH021,144.0,70,2024-10-21
2631,PROD04125,WH047,384.0,70,2023-12-30
2632,PROD19144,WH011,345.0,32,2023-11-10
2633,PROD00524,WH018,257.0,32,2024-10-25
2634,PROD07754,WH006,300.0,68,2024-09-03
2635,PROD15386,WH039,19.0,57,2022-11-27
2636,PROD08380,WH045,237.0,30,2025-07-05
2637,PROD01984,WH023,118.0,47,2025-10-27
2638,PROD14892,WH008,367.0,40,2024-10-24
2639,PROD10686,WH019,311.0,86,2023-12-01
2640,PROD01894,WH043,67.0,63,2023-08-19
2641,PROD09849,WH014,438.0,75,2022-03-23
2642,PROD05518,WH018,-10.0,98,2025-05-27
2643,PROD00287,WH013,290.0,100,2024-10-15
2644,PROD09241,WH015,7.0,38,2023-09-26
2645,PROD15991,WH015,400.0,31,2024-10-18
2646,PROD18175,WH026,160.0,41,2023-08-29
2647,PROD17135,WH020,143.0,93,2024-01-15
2648,PROD04656,WH050,36.0,42,2025-12-26
2649,PROD16007,WH007,242.0,52,2024-06-24
2650,PROD04114,WH027,497.0,92,2024-09-26
2651,PROD16466,WH016,439.0,56,2024-04-01
2652,PROD14629,WH039,,36,2024-06-21
2653,PROD04869,WH049,432.0,99,2023-10-05
2654,PROD03788,WH050,349.0,72,2024-11-02
2655,PROD15860,WH007,449.0,25,2025-06-25
2656,PROD01706,WH018,404.0,51,2025-12-04
2657,PROD16171,WH032,79.0,33,2023-08-19
2658,PROD19653,WH031,291.0,71,2022-05-30
2659,PROD04399,WH010,447.0,79,2025-10-02
2660,PROD11580,WH046,238.0,79,2025-08-08
2661,PROD18462,WH029,238.0,33,2022-06-25
2662,PROD01576,WH019,55.0,70,2024-06-06
2663,PROD13710,WH017,168.0,28,2023-10-12
2664,PROD02424,WH003,248.0,47,2025-12-09
2665,PROD04006,WH027,142.0,78,2022-03-20
2666,PROD05252,WH013,485.0,80,2022-10-26
2667,PROD19834,WH047,290.0,24,2025-05-16
2668,PROD18696,WH014,479.0,66,2024-05-30
2669,PROD00091,WH035,27.0,47,2022-02-16
2670,PROD10574,WH005,129.0,42,2022-06-21
2671,PROD02929,WH020,140.0,71,2022-06-17
2672,PROD05779,WH023,231.0,73,2024-12-10
2673,PROD18367,WH024,457.0,53,2023-01-12
2674,PROD04345,WH050,458.0,74,2023-12-02
2675,PROD05139,WH031,-10.0,64,2024-05-08
2676,PROD15633,WH012,274.0,40,2025-11-27
2677,PROD02898,WH046,467.0,93,2024-03-07
2678,PROD16896,WH041,400.0,96,2023-02-11
2679,PROD08391,WH019,341.0,94,2025-06-16
2680,PROD14852,WH047,340.0,60,2022-01-30
2681,PROD11273,WH026,478.0,38,2024-10-19
2682,PROD15657,WH027,405.0,72,2023-06-23
2683,PROD16212,WH019,1.0,77,2022-09-15
2684,PROD10292,WH040,496.0,94,2022-07-19
2685,PROD16139,WH035,381.0,44,2024-05-10
2686,PROD03728,WH008,85.0,96,2024-02-13
2687,PROD18959,WH046,107.0,44,2025-10-23
2688,PROD17771,WH032,189.0,66,2022-02-03
2689,PROD09181,WH028,257.0,35,2025-12-03
2690,PROD00490,WH036,233.0,72,2024-04-20
2691,PROD01314,WH046,424.0,89,2024-05-22
2692,PROD10351,WH021,171.0,34,2022-12-27
2693,PROD15581,WH031,191.0,42,2025-02-06
2694,PROD03710,WH031,277.0,75,2024-02-21
2695,PROD11763,WH039,337.0,75,2025-07-22
2696,PROD09951,WH011,317.0,32,2022-06-29
2697,PROD15371,WH050,332.0,22,2025-06-16
2698,PROD16197,WH042,254.0,99,2025-01-20
2699,PROD17812,WH040,227.0,84,2025-04-05
2700,PROD07749,WH024,148.0,73,2023-03-10
2701,PROD17100,WH008,232.0,90,2024-02-20
2702,PROD08658,WH034,438.0,80,2022-09-12
2703,PROD13526,WH043,467.0,79,2024-04-25
2704,PROD14195,WH032,481.0,67,2023-04-04
2705,PROD07818,WH048,137.0,53,2023-09-22
2706,PROD07799,WH045,123.0,20,2024-04-29
2707,PROD13903,WH032,13.0,39,2024-02-06
2708,PROD11957,WH029,379.0,96,2023-10-13
2709,PROD08341,WH031,491.0,93,2024-05-30
2710,PROD14060,WH041,498.0,70,2023-01-30
2711,PROD04151,WH040,26.0,93,2024-05-28
2712,PROD15469,WH040,199.0,42,2024-04-05
2713,PROD04891,WH037,81.0,75,2023-04-19
2714,PROD13877,WH023,410.0,36,2024-10-29
2715,PROD15398,WH040,295.0,70,2025-07-08
2716,PROD08438,WH040,283.0,40,2023-10-23
2717,PROD15757,WH050,47.0,23,2024-06-14
2718,PROD09484,WH040,394.0,95,2022-11-10
2719,PROD08029,WH014,362.0,89,2022-06-11
2720,PROD07907,WH010,12.0,36,2024-07-18
2721,PROD18844,WH004,122.0,48,2023-09-01
2722,PROD05387,WH030,430.0,51,2024-02-14
2723,PROD15537,WH024,26.0,55,2022-06-19
2724,PROD18558,WH040,11.0,94,2022-07-31
2725,PROD18209,WH026,474.0,96,2022-09-09
2726,PROD10584,WH013,144.0,53,2023-01-05
2727,PROD15020,WH020,253.0,66,2023-03-02
2728,PROD19007,WH042,251.0,22,2024-04-27
2729,PROD03887,WH001,491.0,100,2022-06-06
2730,PROD10409,WH045,214.0,68,2023-10-05
2731,PROD12854,WH015,82.0,43,2023-09-04
2732,PROD01035,WH004,337.0,92,2025-07-16
2733,PROD07995,WH039,16.0,35,2023-12-04
2734,PROD01832,WH012,314.0,96,2025-01-24
2735,PROD06724,WH031,267.0,52,2022-09-07
2736,PROD08543,WH003,15.0,88,2022-02-17
2737,PROD09745,WH049,-10.0,39,2023-03-19
2738,PROD15519,WH027,460.0,47,2022-03-02
2739,PROD13910,WH044,112.0,30,2025-11-17
2740,PROD10598,WH005,140.0,81,2023-02-13
2741,PROD15147,WH046,362.0,90,2025-08-28
2742,PROD17125,WH026,381.0,83,2024-06-12
2743,PROD16590,WH017,472.0,44,2023-05-28
2744,PROD04857,WH034,351.0,55,2024-03-15
2745,PROD09390,WH022,406.0,95,2023-10-01
2746,PROD17220,WH043,105.0,82,2024-06-06
2747,PROD18134,WH031,305.0,54,2023-10-15
2748,PROD11514,WH003,196.0,74,2023-02-14
2749,PROD17344,WH046,191.0,100,2022-05-12
2750,PROD03513,WH031,455.0,24,2024-11-13
2751,PROD17234,WH022,209.0,57,2025-05-21
2752,PROD01843,WH046,203.0,23,2022-08-23
2753,PROD14461,WH015,165.0,74,2023-01-16
2754,PROD02514,WH018,37.0,47,2025-09-07
2755,PROD00238,WH016,74.0,60,2022-09-08
2756,PROD13127,WH047,352.0,21,2023-11-05
2757,PROD14935,WH026,290.0,61,2023-04-22
2758,PROD15564,WH020,197.0,56,2025-05-17
2759,PROD06828,WH037,111.0,33,2025-02-22
2760,PROD05898,WH023,311.0,29,2025-03-21
2761,PROD13287,WH045,387.0,75,2023-10-13
2762,PROD08848,WH034,100.0,26,2024-10-08
2763,PROD05945,WH033,140.0,73,2022-09-02
2764,PROD13104,WH038,87.0,96,2023-11-01
2765,PROD15782,WH010,121.0,93,2022-02-13
2766,PROD19761,WH006,329.0,93,2022-01-10
2767,PROD04687,WH048,67.0,71,2022-03-17
2768,PROD06318,WH037,20.0,63,2025-08-13
2769,PROD03315,WH020,240.0,32,2024-04-30
2770,PROD16627,WH005,162.0,64,2024-03-30
2771,PROD03796,WH041,396.0,60,2024-10-08
2772,PROD12811,WH017,152.0,78,2024-10-07
2773,PROD12871,WH040,191.0,99,2022-07-30
2774,PROD14375,WH009,24.0,21,2022-10-12
2775,PROD14625,WH047,441.0,75,2023-04-09
2776,PROD11098,WH050,97.0,67,2025-01-05
2777,PROD01183,WH011,444.0,26,2023-06-16
2778,PROD03708,WH027,5000.0,58,2022-06-03
2779,PROD12580,WH046,352.0,98,2024-02-17
2780,PROD08916,WH011,87.0,37,2025-04-09
2781,PROD06125,WH027,64.0,60,2022-10-31
2782,PROD12791,WH039,494.0,72,2025-07-28
2783,PROD13946,WH024,62.0,86,2024-12-16
2784,PROD06794,WH002,244.0,82,2023-07-29
2785,PROD04324,WH008,374.0,81,2023-04-08
2786,PROD04329,WH007,392.0,57,2025-12-27
2787,PROD17802,WH046,285.0,51,2025-09-12
2788,PROD02528,WH011,39.0,29,2024-10-09
2789,PROD12649,WH035,6.0,47,2024-08-16
2790,PROD16825,WH034,249.0,33,2023-11-29
2791,PROD12214,WH029,302.0,87,2024-11-18
2792,PROD18701,WH021,483.0,59,2025-12-22
2793,PROD09944,WH036,78.0,84,2022-08-05
2794,PROD13772,WH009,469.0,66,2024-02-29
2795,PROD08873,WH014,262.0,45,2024-03-30
2796,PROD08307,WH020,142.0,74,2022-12-03
2797,PROD15930,WH002,331.0,33,2022-10-29
2798,PROD10077,WH042,381.0,34,2023-05-08
2799,PROD02413,WH026,95.0,54,2022-02-28
2800,PROD15236,WH024,271.0,77,2023-12-22
2801,PROD13009,WH027,474.0,90,2022-06-22
2802,PROD15730,WH031,108.0,39,2024-03-23
2803,PROD13415,WH031,260.0,62,2022-04-19
2804,PROD03244,WH005,189.0,32,2022-04-11
2805,PROD16008,WH019,475.0,74,2023-02-02
2806,PROD13470,WH034,206.0,42,2025-05-01
2807,PROD09092,WH037,311.0,83,2024-11-28
2808,PROD00682,WH042,348.0,26,2025-08-16
2809,PROD08289,WH027,112.0,34,2022-04-19
2810,PROD11305,WH002,136.0,50,2022-05-15
2811,PROD05483,WH042,141.0,48,2025-06-24
2812,PROD12757,WH017,201.0,32,2023-03-27
2813,PROD17529,WH001,105.0,41,2023-02-21
2814,PROD12492,WH040,147.0,96,2023-08-13
2815,PROD13806,WH042,94.0,84,2025-12-05
2816,PROD14588,WH018,156.0,50,2022-12-15
2817,PROD18043,WH045,35.0,41,2023-01-19
2818,PROD16505,WH026,72.0,21,2025-09-26
2819,PROD18452,WH031,171.0,22,2022-12-30
2820,PROD10116,WH020,87.0,21,2025-05-01
2821,PROD16252,WH012,298.0,20,2024-09-27
2822,PROD16935,WH012,56.0,25,2022-02-05
2823,PROD08783,WH045,148.0,49,2024-12-11
2824,PROD12175,WH031,386.0,38,2022-07-12
2825,PROD01784,WH028,411.0,62,2024-07-15
2826,PROD09137,WH018,179.0,89,2023-06-12
2827,PROD12774,WH007,186.0,78,2022-01-28
2828,PROD12692,WH028,363.0,62,2024-11-26
2829,PROD15369,WH012,57.0,54,2025-11-05
2830,PROD01402,WH019,327.0,22,2022-10-30
2831,PROD04273,WH039,112.0,38,2024-01-02
2832,PROD12070,WH006,125.0,93,2025-11-26
2833,PROD15293,WH016,105.0,31,2023-02-01
2834,PROD16957,WH040,55.0,55,2025-07-07
2835,PROD07910,WH038,490.0,87,2022-12-25
2836,PROD07551,WH045,178.0,62,2024-03-11
2837,PROD17661,WH025,483.0,55,2032-05-01
2838,PROD14077,WH033,296.0,86,2025-12-08
2839,PROD03651,WH040,313.0,35,2024-06-06
2840,PROD17632,WH002,495.0,64,2023-08-14
2841,PROD04339,WH032,255.0,38,2024-08-13
2842,PROD19706,WH037,494.0,57,2025-07-01
2843,PROD02990,WH024,83.0,58,2024-09-24
2844,PROD06940,WH020,409.0,57,2022-02-01
2845,PROD04428,WH033,111.0,56,2025-04-29
2846,PROD01039,WH014,250.0,59,2022-01-11
2847,PROD18764,WH046,338.0,20,2022-04-13
2848,PROD19656,WH044,179.0,56,2024-10-25
2849,PROD12505,WH013,488.0,31,2025-12-31
2850,PROD14025,WH013,375.0,45,2024-06-03
2851,PROD00236,WH050,148.0,48,2022-03-07
2852,PROD09879,WH046,127.0,69,2024-05-15
2853,PROD05357,WH042,457.0,53,2023-09-11
2854,PROD07358,WH028,88.0,92,2024-06-11
2855,PROD18455,WH015,296.0,37,2025-10-31
2856,PROD05197,WH007,69.0,73,2025-02-09
2857,PROD05197,WH028,156.0,30,2023-09-01
2858,PROD05110,WH040,236.0,89,2023-01-11
2859,PROD12404,WH043,448.0,75,2022-07-16
2860,PROD11445,WH037,226.0,60,2024-10-28
2861,PROD15583,WH026,181.0,74,2024-08-13
2862,PROD17911,WH025,236.0,23,2025-02-18
2863,PROD09410,WH008,215.0,31,2022-10-15
2864,PROD15560,WH043,124.0,94,2024-11-14
2865,PROD06200,WH044,317.0,89,2025-03-04
2866,PROD08458,WH014,386.0,70,2022-09-15
2867,PROD15981,WH024,3.0,79,2024-11-26
2868,PROD06309,WH040,27.0,30,2022-04-23
2869,PROD06455,WH040,332.0,33,2023-11-14
2870,PROD12973,WH042,420.0,57,2025-03-04
2871,PROD04205,WH011,169.0,27,2022-09-06
2872,PROD17450,WH045,261.0,26,2025-12-07
2873,PROD13671,WH037,73.0,91,2024-10-11
2874,PROD01113,WH009,458.0,39,2023-09-09
2875,PROD02649,WH019,479.0,20,2024-09-20
2876,PROD15284,WH027,34.0,20,2022-11-10
2877,PROD02870,WH027,266.0,32,2023-05-22
2878,PROD05966,WH042,242.0,23,2024-11-01
2879,PROD04400,WH017,28.0,35,2023-09-07
2880,PROD12757,WH012,94.0,50,2025-01-24
2881,PROD05064,WH029,313.0,76,2025-09-09
2882,PROD09126,WH031,74.0,22,2023-01-14
2883,PROD14623,WH029,381.0,50,2022-12-16
2884,PROD03665,WH018,358.0,89,2023-02-15
2885,PROD09115,WH012,148.0,57,2025-09-29
2886,PROD01414,WH022,252.0,67,2025-09-29
2887,PROD18746,WH017,197.0,33,2024-08-08
2888,PROD06363,WH029,217.0,38,2022-02-27
2889,PROD16413,WH026,61.0,92,2024-03-08
2890,PROD02421,WH022,155.0,24,2025-08-14
2891,PROD19905,WH033,464.0,65,2022-10-13
2892,PROD12230,WH019,5000.0,55,2022-01-19
2893,PROD14137,WH046,256.0,84,2023-03-08
2894,PROD12462,WH023,268.0,69,2024-11-16
2895,PROD08464,WH004,335.0,39,2023-12-22
2896,PROD17779,WH046,235.0,37,2023-07-25
2897,PROD10111,WH017,34.0,81,2024-02-11
2898,PROD07037,WH003,337.0,43,2025-03-25
2899,PROD10410,WH008,337.0,87,2023-06-15
2900,PROD02235,WH011,165.0,95,2025-04-04
2901,PROD00712,WH022,316.0,71,2022-05-19
2902,PROD19866,WH006,436.0,40,2023-04-20
2903,PROD13906,WH024,54.0,83,2025-10-23
2904,PROD10849,WH047,389.0,49,2023-04-30
2905,PROD02665,WH004,372.0,69,2024-05-10
2906,PROD16006,WH014,313.0,52,2022-08-23
2907,PROD12825,WH039,383.0,29,2024-06-23
2908,PROD01508,WH003,323.0,23,2022-12-23
2909,PROD17958,WH042,357.0,77,2024-02-13
2910,PROD10497,WH040,293.0,91,2023-02-14
2911,PROD08469,WH007,251.0,76,2025-10-22
2912,PROD10672,WH009,103.0,40,2024-06-07
2913,PROD11739,WH015,404.0,44,2022-06-26
2914,PROD00127,WH006,322.0,32,2023-02-21
2915,PROD09214,WH015,71.0,20,2024-01-07
2916,PROD09295,WH002,279.0,29,2023-11-29
2917,PROD19718,WH045,373.0,87,2024-10-13
2918,PROD13798,WH040,106.0,93,2024-08-28
2919,PROD06477,WH046,182.0,99,2025-02-18
2920,PROD17055,WH015,34.0,76,2024-05-25
2921,PROD07132,WH020,291.0,30,2022-09-18
2922,PROD14795,WH028,51.0,35,2024-10-18
2923,PROD11982,WH014,307.0,89,2023-11-09
2924,PROD08497,WH009,420.0,57,2023-05-30
2925,PROD03626,WH023,183.0,28,2022-11-20
2926,PROD10979,WH020,273.0,93,2023-05-10
2927,PROD13706,WH014,256.0,59,2024-03-28
2928,PROD14953,WH030,357.0,34,2025-04-08
2929,PROD13049,WH007,334.0,23,2022-03-08
2930,PROD02489,WH025,133.0,45,2023-11-17
2931,PROD16193,WH044,104.0,90,2023-11-07
2932,PROD08874,WH018,252.0,29,2025-02-28
2933,PROD10234,WH011,427.0,24,2023-12-10
2934,PROD07889,WH025,306.0,98,2022-06-15
2935,PROD11917,WH012,484.0,36,2023-07-09
2936,PROD10276,WH042,18.0,83,2024-11-05
2937,PROD02129,WH036,179.0,75,2024-09-05
2938,PROD04119,WH043,435.0,49,2022-02-13
2939,PROD13591,WH006,396.0,45,2024-12-30
2940,PROD09763,WH010,349.0,22,2025-02-05
2941,PROD03559,WH014,198.0,68,2025-11-25
2942,PROD10680,WH031,359.0,74,2025-01-30
2943,PROD06187,WH027,224.0,35,2025-06-14
2944,PROD06842,WH046,99.0,63,2024-06-13
2945,PROD02513,WH018,118.0,31,2025-04-20
2946,PROD03288,WH009,211.0,88,2025-03-09
2947,PROD10570,WH015,7.0,51,2022-04-27
2948,PROD15857,WH014,64.0,76,2023-01-05
2949,PROD18146,WH033,160.0,64,2025-05-18
2950,PROD08724,WH048,66.0,97,2024-03-25
2951,PROD15707,WH024,62.0,29,2022-06-06
2952,PROD03805,WH030,105.0,83,2025-12-15
2953,PROD04318,WH039,112.0,76,2025-12-31
2954,PROD10011,WH016,399.0,90,2023-08-23
2955,PROD15011,WH037,457.0,54,2023-10-16
2956,PROD15893,WH049,53.0,26,2023-12-11
2957,PROD00997,WH023,486.0,99,2024-09-22
2958,PROD08665,WH050,104.0,37,2024-12-02
2959,PROD09015,WH028,379.0,90,2023-03-08
2960,PROD19914,WH016,371.0,38,2022-03-15
2961,PROD19092,WH011,225.0,78,2022-08-22
2962,PROD09752,WH001,428.0,24,2023-07-08
2963,PROD17537,WH022,196.0,58,2022-06-23
2964,PROD13175,WH005,437.0,98,2024-02-26
2965,PROD18473,WH006,441.0,68,2024-02-27
2966,PROD15182,WH033,114.0,46,2024-02-16
2967,PROD11617,WH024,220.0,88,2022-04-18
2968,PROD10869,WH033,277.0,64,2022-02-23
2969,PROD02696,WH021,457.0,63,2023-06-22
2970,PROD10210,WH035,387.0,23,2023-11-30
2971,PROD00491,WH031,400.0,27,2022-08-12
2972,PROD16670,WH010,487.0,56,2024-12-31
2973,PROD13626,WH031,293.0,92,2024-11-28
2974,PROD11551,WH031,491.0,68,2024-08-15
2975,PROD05182,WH044,464.0,21,2023-07-29
2976,PROD14477,WH050,127.0,89,2023-08-29
2977,PROD10767,WH002,,24,2025-06-14
2978,PROD06045,WH016,137.0,52,2025-08-30
2979,PROD17413,WH032,63.0,59,2025-03-10
2980,PROD00077,WH040,135.0,42,2024-06-27
2981,PROD14457,WH006,225.0,21,2024-08-13
2982,PROD03571,WH046,245.0,91,2023-03-23
2983,PROD11550,WH014,296.0,30,2023-07-21
2984,PROD17913,WH041,160.0,28,2024-06-21
2985,PROD15191,WH007,392.0,55,2023-06-16
2986,PROD17134,WH044,116.0,100,2022-12-24
2987,PROD13571,WH014,335.0,26,2023-04-22
2988,PROD15867,WH036,,43,2025-11-02
2989,PROD19354,WH038,296.0,60,2022-03-27
2990,PROD07447,WH023,116.0,27,2023-06-15
2991,PROD11188,WH006,347.0,65,2025-01-11
2992,PROD00483,WH003,120.0,64,2022-08-12
2993,PROD14411,WH049,227.0,34,2024-11-12
2994,PROD05196,WH018,104.0,61,2025-03-14
2995,PROD00755,WH040,421.0,73,2022-05-27
2996,PROD00914,WH048,73.0,23,2023-10-31
2997,PROD15708,WH043,184.0,62,2024-04-15
2998,PROD05336,WH012,482.0,57,2025-06-27
2999,PROD14806,WH031,188.0,25,2023-08-19
3000,PROD14381,WH022,13.0,33,2025-06-01
3001,PROD02343,WH015,160.0,85,2024-11-06
3002,PROD11695,WH023,176.0,47,2024-02-15
3003,PROD19126,WH033,336.0,39,2024-02-20
3004,PROD04904,WH020,490.0,48,2025-03-03
3005,PROD07082,WH002,322.0,90,2024-05-06
3006,PROD10404,WH019,62.0,87,2022-04-16
3007,PROD16158,WH012,337.0,87,2024-12-01
3008,PROD10728,WH018,168.0,51,2024-01-12
3009,PROD11059,WH026,161.0,34,2025-11-20
3010,PROD07334,WH038,375.0,72,2024-01-12
3011,PROD02947,WH046,286.0,84,2022-06-06
3012,PROD13407,WH036,247.0,97,2023-04-17
3013,PROD06771,WH043,214.0,49,2025-03-12
3014,PROD01708,WH030,125.0,72,2025-10-12
3015,PROD15525,WH024,70.0,97,2023-06-18
3016,PROD09989,WH046,160.0,35,2022-06-16
3017,PROD08748,WH025,258.0,38,2025-03-25
3018,PROD06048,WH040,451.0,45,2023-01-04
3019,PROD07826,WH032,85.0,35,2024-05-07
3020,PROD06994,WH021,283.0,80,2022-07-26
3021,PROD06552,WH033,426.0,75,2022-02-19
3022,PROD09069,WH020,67.0,85,2024-12-20
