return_id,order_id,return_reason,return_date,refund_amount
1192,167828,Changed Mind,2023-09-08,34992.09
1193,102636,Quality Issue,2023-03-29,69698.73
1194,53927,Size Issue,2023-02-24,270996.97
1195,158072,Damaged Product,2024-09-03,56059.04
1196,131832,Late Delivery,2025-05-02,19808.85
1197,108204,Late Delivery,2024-03-27,158535.05
1198,127206,Late Delivery,2025-06-07,33118.42
1199,29562,Defective Item,2022-10-12,46141.75
1200,104977,Size Issue,2024-02-10,22073.52
1201,121138,Size Issue,2024-08-19,130027.64
1202,154314,Defective Item,2024-01-14,48390.73
1203,57618,Quality Issue,2022-12-30,54544.08
1204,133698,Late Delivery,2022-04-22,49809.16
1205,141672,Late Delivery,2022-03-03,75186.29
1206,175914,Changed Mind,2025-01-18,67996.88
1207,70026,Late Delivery,2022-10-19,68145.11
1208,82784,Damaged Product,2025-06-22,46040.83
1209,20089,Defective Item,2025-11-04,33981.17
1210,183883,Damaged Product,2022-09-19,-8611.84
1211,42278,Quality Issue,2022-12-30,10975.45
1212,47732,Quality Issue,2024-01-04,31336.96
1213,187144,Wrong Product,2023-07-29,298584.94
1214,61739,Wrong Product,2024-09-10,17053.77
1215,53100,Late Delivery,2024-12-13,93065.47
1216,31685,Late Delivery,2024-10-18,26915.36
1217,4569,Size Issue,2024-07-20,936.81
1218,20219,Size Issue,2025-07-19,56206.36
1219,164326,Defective Item,2024-10-30,178421.61
1220,61758,Damaged Product,2025-10-06,202771.61
1221,189333,Wrong Product,2023-08-26,52129.03
1222,1399,Changed Mind,2022-08-22,1264.33
1223,62484,Quality Issue,2022-08-21,5276.92
1224,53747,Late Delivery,2024-08-14,148979.07
1225,65738,Defective Item,2023-04-07,106960.16
1226,4856,Quality Issue,2024-03-02,173365.37
1227,140958,Damaged Product,2024-03-10,8072.63
1228,111688,Damaged Product,2025-10-11,20635.41
1229,72480,Late Delivery,2025-03-15,121872.42
1230,35509,Defective Item,2024-01-31,268266.86
1231,143265,Size Issue,2022-05-31,92860.49
1232,104875,Changed Mind,2025-07-12,137938.48
1233,170695,Size Issue,2024-10-26,178191.35
1234,105457,Size Issue,2025-01-16,41062.34
1235,160344,Wrong Product,2025-05-09,138564.39
1236,36953,Size Issue,2025-02-21,22313.58
1237,107871,Damaged Product,2025-11-15,117181.16
1238,140854,Defective Item,2024-08-13,38870.81
1239,70584,Quality Issue,2023-02-27,13747.16
1240,35522,Late Delivery,2023-06-02,334994.1
1241,133639,Late Delivery,2025-05-29,24931.34
1242,145680,Changed Mind,2023-01-09,14350.11
1243,114705,Changed Mind,2023-11-14,9627.55
1244,119791,Size Issue,2025-02-13,124985.08
1245,180811,Size Issue,2024-11-12,204537.18
1246,176592,Changed Mind,2025-09-04,254004.25
1247,10145,Size Issue,2022-05-09,22557.79
1248,102931,Damaged Product,2024-06-30,128571.35
1249,147602,Wrong Product,2022-03-20,36734.39
1250,53221,Wrong Product,2022-11-01,3642.71
1251,80052,Damaged Product,2022-05-15,111995.36
1252,178896,Damaged Product,2022-08-30,17705.88
1253,49686,Wrong Product,2024-01-10,64522.28
1254,88183,Changed Mind,2023-09-21,1720.55
1255,105051,Size Issue,2025-10-28,128033.74
1256,174191,Defective Item,2024-01-02,28514.62
1257,198514,Damaged Product,2023-01-15,169946.76
1258,21732,Damaged Product,2023-03-11,15476.11
1259,81336,Defective Item,2022-02-09,54190.38
1260,8751,Size Issue,2022-05-01,64544.34
1261,155431,Quality Issue,2024-06-09,86722.19
1262,62202,Damaged Product,2023-01-05,155622.24
1263,195590,Changed Mind,2024-07-30,38432.64
1264,86827,Late Delivery,2023-03-25,23575.54
1265,178505,Wrong Product,2023-11-08,40261.1
1266,30316,Late Delivery,2022-03-16,91523.84
1267,97062,Defective Item,2023-09-15,13810.22
1268,3449,Size Issue,2023-12-05,85697.29
1269,49082,Quality Issue,2025-10-06,123705.44
1270,14783,Wrong Product,2024-08-28,155496.24
1271,126595,Quality Issue,2025-12-04,35059.62
1272,194025,Changed Mind,2024-08-11,80865.84
1273,141894,Size Issue,2022-07-31,83363.31
1274,55103,Damaged Product,2022-07-19,27758.61
1275,90993,Size Issue,2023-11-19,57129.11
1276,105801,Late Delivery,2025-11-20,23809.1
1277,155756,Defective Item,2023-02-28,3692.35
1278,33563,Late Delivery,2024-01-18,36063.86
1279,28210,Defective Item,2025-02-14,92395.18
1280,948,Damaged Product,2024-04-27,53383.46
1281,115853,Late Delivery,2023-04-25,24506.12
1282,55854,Changed Mind,2025-07-05,131056.45
1283,167765,Changed Mind,2025-08-03,40231.35
1284,138176,Quality Issue,2023-02-10,116665.52
1285,70358,Quality Issue,2023-11-26,44309.84
1286,152079,Late Delivery,2025-09-29,41446.88
1287,141254,Damaged Product,2024-06-28,84216.8
1288,82798,Size Issue,2023-09-06,86885.88
1289,125640,Changed Mind,2023-10-09,12754.24
1290,129865,Defective Item,2023-01-28,74847.5
1291,1577,Quality Issue,2025-04-21,56344.51
1292,126397,Wrong Product,2024-03-01,26666.83
1293,181672,Defective Item,2025-07-23,157668.46
1294,187062,Size Issue,2024-07-02,18291.14
1295,71451,Wrong Product,2024-12-01,33855.86
1296,151928,Size Issue,2022-08-01,92862.62
1297,190746,Damaged Product,2022-09-02,43273.28
1298,159701,Changed Mind,2025-06-11,10261.76
1299,75527,Wrong Product,2024-02-21,37399.54
1300,27986,Damaged Product,2023-05-17,106157.81
1301,36962,Quality Issue,2025-11-04,3735.98
1302,39456,Defective Item,2024-12-18,172624.83
1303,196619,Changed Mind,2022-07-17,47215.1
1304,180174,Wrong Product,2023-05-02,177409.86
1305,127756,Late Delivery,2025-12-17,37611.76
1306,12856,Quality Issue,2024-07-16,80484.22
1307,141594,Quality Issue,2025-11-24,44615.23
1308,13041,,2024-04-29,2522.99
1309,130059,Defective Item,2025-01-16,54094.63
1310,154694,Quality Issue,2024-05-03,114474.36
1311,194857,Late Delivery,2024-06-08,10181.39
1312,72430,Damaged Product,2022-07-03,86465.22
1313,112055,Size Issue,2024-11-17,14012.22
1314,44736,Size Issue,2025-07-11,58098.95
1315,104166,Changed Mind,2024-07-30,47391.22
1316,139201,Damaged Product,2022-02-24,88346.63
1317,111572,Damaged Product,2025-12-08,13765.35
1318,177503,Defective Item,2022-05-14,217490.25
1319,185102,Late Delivery,2024-06-29,105092.53
1320,95771,Damaged Product,2023-12-30,125928.91
1321,17025,Wrong Product,2023-03-29,84577.97
1322,93371,Damaged Product,2023-09-13,151495.24
1323,13325,Quality Issue,2022-05-18,47608.92
1324,183694,Wrong Product,2023-10-19,66632.17
1325,122705,Late Delivery,2024-01-15,28684.72
1326,169941,Size Issue,2025-03-03,121224.96
1327,180559,Late Delivery,2023-10-27,47679.82
1328,6394,Damaged Product,2024-12-12,127308.49
1329,5116,Defective Item,2024-07-25,176815.91
1330,139763,Damaged Product,2024-11-09,34620.5
1331,145729,Late Delivery,2024-11-27,81291.4
1332,90449,Late Delivery,2022-05-22,252759.1
1333,96406,Late Delivery,2024-10-20,35495.14
1334,75431,Damaged Product,2024-08-02,1405.42
1335,57699,Size Issue,2022-12-17,14574.38
1336,67554,Size Issue,2025-08-31,73876.71
1337,92992,Defective Item,2023-05-06,159418.13
1338,158954,Damaged Product,2025-07-13,17866.42
1339,19894,Late Delivery,2025-09-03,39888.76
1340,41602,Size Issue,2025-11-23,145454.62
1341,4614,Wrong Product,2023-12-18,116087.07
1342,83417,Defective Item,2022-01-27,249100.36
1343,119424,,2025-01-31,9817.55
1344,132376,Damaged Product,2023-08-17,52372.21
1345,123726,Damaged Product,2023-06-03,12763.17
1346,112925,Defective Item,2025-02-23,54262.62
1347,53759,Defective Item,2022-07-10,36665.63
1348,157810,Size Issue,2025-10-14,106152.83
1349,102963,Changed Mind,2025-09-19,185090.13
1350,78583,Damaged Product,2025-11-26,140898.2
1351,197262,Wrong Product,2022-04-08,100126.93
1352,135323,Defective Item,2025-04-26,32071.49
1353,70620,Defective Item,2023-09-27,68367.94
1354,36858,Damaged Product,2024-08-01,40264.79
1355,124003,Damaged Product,2025-07-21,31142.05
1356,167364,Quality Issue,2023-09-05,38788.69
1357,119622,Quality Issue,2022-11-06,103480.78
1358,135609,Quality Issue,2025-12-23,47580.18
1359,24482,Wrong Product,2022-12-05,4179.0
1360,152161,Wrong Product,2025-03-31,128540.93
1361,196797,Changed Mind,2024-01-09,7332.23
1362,84027,Quality Issue,2024-04-12,250281.42
1363,187627,Quality Issue,2022-10-18,8608.32
1364,102137,Quality Issue,2023-07-15,95742.21
1365,109064,Size Issue,2025-10-19,86957.77
1366,93044,Wrong Product,2022-05-24,53439.46
1367,120540,Changed Mind,2023-08-25,63127.46
1368,87988,Quality Issue,2022-02-23,88867.27
1369,148834,Quality Issue,2023-05-16,23725.83
1370,193975,Late Delivery,2023-10-18,122742.68
1371,176297,Late Delivery,2024-12-01,100941.2
1372,42050,Damaged Product,2023-04-15,2065.17
1373,83775,Damaged Product,2022-09-29,87745.39
1374,5819,Late Delivery,2023-04-25,1293.45
1375,163841,Quality Issue,2022-11-17,103982.87
1376,93155,Changed Mind,2024-10-25,25482.09
1377,148652,Damaged Product,2023-04-08,4160.64
1378,5858,Late Delivery,2024-07-30,18381.0
1379,93011,Size Issue,2022-07-27,23082.93
1380,11097,Wrong Product,2025-07-31,63397.89
1381,113624,Defective Item,2025-03-10,17898.67
1382,182768,Defective Item,2025-10-31,42256.69
1383,19454,Wrong Product,2024-02-03,25622.56
1384,115453,Size Issue,2023-05-01,128841.25
1385,39079,Changed Mind,2025-07-06,6044.06
1386,108566,Late Delivery,2024-09-01,57270.75
1387,167749,Changed Mind,2023-04-13,22662.7
1388,198119,Defective Item,2023-01-13,122687.83
1389,25828,Changed Mind,2023-04-11,28964.39
1390,187898,Damaged Product,2022-07-31,28845.47
1391,124072,Changed Mind,2022-08-02,23377.37
1392,157296,Quality Issue,2023-10-20,73728.86
1393,133177,Changed Mind,2022-03-07,97108.08
1394,113943,Late Delivery,2023-03-03,129589.52
1395,121480,Defective Item,2023-07-11,5716.0
1396,62247,Damaged Product,2025-03-10,77528.66
1397,13480,Size Issue,2022-03-17,7998.86
1398,44497,Damaged Product,2024-04-26,34048.83
1399,25338,Late Delivery,2022-12-25,44127.88
1400,141994,Size Issue,2025-10-02,8066.99
1401,29748,Late Delivery,2024-08-02,149002.22
1402,166771,Wrong Product,2022-04-03,16205.78
1403,129669,Defective Item,2023-05-19,77022.36
1404,76706,Size Issue,2023-08-27,2940.98
1405,67405,Changed Mind,2025-01-28,35447.57
1406,129928,Changed Mind,2022-03-05,37263.59
1407,193226,Size Issue,2022-06-26,22088.55
1408,75660,Quality Issue,2026-01-16,26448.18
1409,102791,Late Delivery,2025-12-14,46632.5
1410,25592,Damaged Product,2022-09-18,77910.7
1411,88871,Quality Issue,2023-08-14,27375.17
1412,50672,Changed Mind,2023-12-17,88107.09
1413,51396,Late Delivery,2022-08-12,123115.97
1414,120402,Changed Mind,2022-06-16,141093.82
1415,50583,Damaged Product,2023-08-08,173921.02
1416,178798,Late Delivery,2024-03-13,112097.17
1417,190615,Late Delivery,2022-06-16,121830.67
1418,91002,Damaged Product,2024-09-20,33251.0
1419,167482,Size Issue,2022-10-07,37875.13
1420,69778,Quality Issue,2024-03-12,245790.57
1421,74285,Wrong Product,2032-01-01,51815.75
1422,199582,Late Delivery,2022-03-02,73344.18
1423,70427,Damaged Product,2025-04-21,43191.53
1424,158038,Size Issue,2024-10-22,169905.05
1425,140620,Quality Issue,2022-03-17,54579.92
1426,121840,Late Delivery,2025-04-01,74498.26
1427,78365,Defective Item,2022-04-24,62629.29
1428,192986,Changed Mind,2023-06-06,11935.79
1429,57390,Wrong Product,2023-10-05,82818.91
1430,165658,Defective Item,2024-01-02,11098.07
1431,124756,Damaged Product,2023-04-13,64105.34
1432,2347,Damaged Product,2022-12-02,134806.66
1433,105808,Quality Issue,2024-03-07,28049.91
1434,26457,Changed Mind,2022-05-22,137674.52
1435,170100,Late Delivery,2025-03-18,26517.5
1436,139239,Quality Issue,2024-08-22,39342.55
1437,159077,Size Issue,2023-09-26,106414.21
1438,44659,Quality Issue,2022-08-11,16050.49
1439,18130,Late Delivery,2023-09-18,112573.63
1440,46534,Quality Issue,2024-12-04,45336.67
1441,53928,Size Issue,2023-01-01,124965.1
1442,178434,Late Delivery,2022-10-10,44417.62
1443,199978,Damaged Product,2022-05-30,107996.44
1444,178140,Defective Item,2023-06-25,23193.54
1445,97464,Late Delivery,2024-11-05,199537.73
1446,174578,Late Delivery,2023-03-17,52335.75
1447,170369,Changed Mind,2022-07-12,76362.91
1448,1157,Damaged Product,2022-04-02,7899.91
1449,112650,Late Delivery,2022-03-25,18064.87
1450,140633,Damaged Product,2022-07-05,48128.02
1451,137854,Quality Issue,2022-12-01,126918.64
1452,27992,Late Delivery,2025-07-01,245570.54
1453,53201,Quality Issue,2024-10-14,108645.07
1454,192566,Quality Issue,2023-09-05,10619.73
1455,12980,Damaged Product,2025-06-02,134739.75
1456,69056,Late Delivery,2022-04-22,109109.5
1457,129817,Changed Mind,2025-07-02,89626.62
1458,66375,Size Issue,2023-07-24,22107.06
1459,146561,Size Issue,2025-04-22,199577.46
1460,29507,Quality Issue,2024-11-30,24818.58
1461,23765,Changed Mind,2022-12-14,80790.94
1462,78459,Defective Item,2024-04-23,28019.87
1463,61625,Changed Mind,2023-04-20,121213.63
1464,108726,Quality Issue,2022-01-30,18787.92
1465,76761,Quality Issue,2023-01-03,80303.83
1466,89209,Defective Item,2022-08-18,13250.49
1467,148919,Changed Mind,2025-04-08,12572.72
1468,32524,Changed Mind,2025-05-29,28965.7
1469,127991,Wrong Product,2024-03-31,110279.89
1470,71085,Quality Issue,2024-09-05,33596.42
1471,119544,Wrong Product,2024-06-27,97722.23
1472,37725,Wrong Product,2023-07-10,20437.81
1473,84079,Size Issue,2024-02-28,5995.03
1474,71375,Defective Item,2022-08-05,91499.9
1475,55029,Changed Mind,2022-05-24,87747.38
1476,19285,Size Issue,2022-12-10,4714.26
1477,188774,Damaged Product,2025-09-18,77816.92
1478,199113,Changed Mind,2025-04-05,6636.94
1479,98280,Changed Mind,2022-05-07,132780.27
1480,199418,Damaged Product,2022-02-18,124787.98
1481,179613,Changed Mind,2025-09-16,19626.77
1482,145130,Damaged Product,2025-02-03,26630.12
1483,162670,Changed Mind,2022-07-23,125616.59
1484,135349,Damaged Product,2025-09-25,10855.71
1485,19005,Defective Item,2023-11-10,25841.04
1486,12340,Defective Item,2024-05-26,76216.48
1487,91350,Quality Issue,2022-04-02,42728.11
1488,123185,Quality Issue,2023-10-18,53646.94
1489,14371,Damaged Product,2024-02-27,276088.43
1490,130952,Wrong Product,2022-09-15,187546.77
1491,37547,Size Issue,2023-12-10,32061.93
1492,12795,Late Delivery,2022-09-02,51946.29
1493,94685,Size Issue,2025-06-15,146504.36
1494,142522,Late Delivery,2022-03-11,154378.82
1495,31682,Defective Item,2025-08-21,43810.97
1496,33364,Defective Item,2023-10-03,18214.75
1497,185901,Size Issue,2025-02-11,6346.58
1498,31137,Wrong Product,2025-06-23,163424.69
1499,178683,Size Issue,2025-01-13,77863.75
1500,102897,Late Delivery,2024-04-07,47866.37
1501,70052,Changed Mind,2024-09-28,137059.99
1502,170689,Quality Issue,2023-01-13,47362.06
1503,28711,Quality Issue,2024-05-26,17935.52
1504,18635,Changed Mind,2022-03-25,70464.34
1505,86104,Damaged Product,2025-01-29,182669.76
1506,199760,Damaged Product,2022-05-02,25725.29
1507,30281,Quality Issue,2023-01-31,304131.8
1508,177029,Changed Mind,2024-07-27,42760.78
1509,28058,Wrong Product,2025-09-29,44113.86
1510,103289,Wrong Product,2023-04-09,175059.87
1511,113971,Damaged Product,2025-11-15,9686.76
1512,106878,Late Delivery,2025-01-10,129071.14
1513,16810,Late Delivery,2023-07-03,173736.03
1514,41786,Quality Issue,2023-02-05,95183.78
1515,118639,Size Issue,2022-06-12,60037.41
1516,84526,Quality Issue,2024-04-18,107983.45
1517,158865,Defective Item,2025-08-14,133486.7
1518,172611,Late Delivery,2023-07-23,15012.8
1519,88118,Late Delivery,2022-09-11,24553.28
1520,174512,Damaged Product,2022-08-10,66370.44
1521,70897,Damaged Product,2023-06-27,80088.3
1522,72719,Defective Item,2025-08-10,22138.42
1523,193878,Size Issue,2025-10-03,-153392.91
1524,40601,Late Delivery,2024-05-15,51385.48
1525,100198,Damaged Product,2024-11-26,37313.64
1526,190745,Defective Item,2025-09-23,98787.37
1527,124837,Wrong Product,2023-01-12,24722.77
1528,148664,Defective Item,2022-10-01,153768.33
1529,54394,Changed Mind,2024-02-11,52178.77
1530,62519,Size Issue,2022-11-17,65235.78
1531,154265,Quality Issue,2022-09-03,53110.81
1532,126572,Late Delivery,2022-07-31,128277.6
1533,169348,,2024-12-18,78638.07
1534,155288,Defective Item,2024-03-01,32040.22
1535,97527,Damaged Product,2023-03-01,150205.02
1536,195431,Size Issue,2024-05-30,23999.62
1537,151419,Changed Mind,2024-08-14,67173.49
1538,15141,Late Delivery,2025-04-09,55277.53
1539,22676,Quality Issue,2023-06-29,97967.42
1540,29734,Late Delivery,2025-03-20,116915.78
1541,3064,Late Delivery,2022-03-09,89501.06
1542,80173,Size Issue,2023-01-06,112558.28
1543,48544,Changed Mind,2024-12-23,91669.0
1544,100088,Damaged Product,2025-06-20,185343.1
1545,164180,Defective Item,2024-03-08,149284.34
1546,9156,Late Delivery,2025-12-07,48195.37
1547,176464,Damaged Product,2024-01-13,18088.83
1548,138514,Late Delivery,2022-07-24,65877.08
1549,47676,,2025-09-07,5149.24
1550,157349,Changed Mind,2025-05-21,79145.18
1551,182608,Defective Item,2023-12-12,19992.42
1552,154837,Size Issue,2025-10-03,142228.18
1553,34787,Size Issue,2025-12-14,22162.14
1554,43220,Size Issue,2023-05-31,83334.62
1555,69009,Defective Item,2025-05-10,18886.2
1556,139204,Changed Mind,2022-10-12,36331.92
1557,134970,Quality Issue,2026-01-03,54628.47
1558,139590,Size Issue,2024-09-21,44755.68
1559,160881,Wrong Product,2023-08-17,13828.01
1560,155512,Size Issue,2024-05-07,51139.03
1561,24682,Wrong Product,2025-07-12,75869.11
1562,26028,Quality Issue,2025-12-21,71661.14
1563,3243,Late Delivery,2024-02-25,27633.02
1564,3508,Quality Issue,2022-03-01,36801.42
1565,26495,Damaged Product,2022-08-18,80579.56
1566,162445,Changed Mind,2023-10-08,109139.0
1567,56670,Wrong Product,2023-08-27,27839.45
1568,194367,Size Issue,2025-09-15,98501.12
1569,103627,Quality Issue,2024-01-21,54180.96
1570,29314,Wrong Product,2022-12-27,145695.36
1571,118322,Late Delivery,2023-09-25,1902.97
1572,22761,Quality Issue,2024-06-18,136629.37
1573,91742,Size Issue,2022-10-16,48042.43
1574,140475,Quality Issue,2025-09-06,78360.89
1575,27055,Wrong Product,2023-05-11,87705.64
1576,13846,Damaged Product,2024-09-16,19291.99
1577,140219,,2025-08-04,23603.73
1578,38474,Defective Item,2024-05-14,73296.79
1579,109329,,2022-05-15,23872.71
1580,171589,Changed Mind,2025-01-16,131039.0
1581,129215,Quality Issue,2022-11-08,9649.44
1582,129169,Quality Issue,2024-03-13,178305.1
1583,107703,Wrong Product,2024-02-15,37875.94
1584,130344,Damaged Product,2022-05-25,30477.9
1585,53935,Defective Item,2025-08-19,131765.7
1586,83926,Size Issue,2024-01-19,48464.65
1587,102481,Wrong Product,2024-01-01,727.57
1588,179556,Late Delivery,2024-06-28,69584.68
1589,54122,Quality Issue,2023-01-22,12418.72
1590,150107,Wrong Product,2024-09-29,68342.55
1591,81937,Late Delivery,2022-07-22,90426.7
1592,42415,Changed Mind,2024-01-04,122267.69
1593,119643,Quality Issue,2023-12-29,120344.15
1594,198115,Wrong Product,2023-08-18,10813.54
1595,36658,Quality Issue,2025-04-06,38903.79
1596,115836,Wrong Product,2024-08-22,84508.88
1597,132515,Quality Issue,2025-03-18,21146.01
1598,101743,Size Issue,2023-08-29,9581.68
1599,33223,Damaged Product,2022-12-01,12281.01
1600,47623,,2023-07-17,2621.31
1601,87811,Defective Item,2023-05-20,4549.29
1602,49920,Size Issue,2023-01-11,185230.96
1603,195936,Changed Mind,2024-03-22,61813.04
1604,75986,Damaged Product,2025-01-29,35675.95
1605,28812,Defective Item,2023-12-04,46238.35
1606,185599,Damaged Product,2024-07-12,16324.52
1607,41106,Damaged Product,2023-01-28,13429.9
1608,45972,Size Issue,2024-02-04,126642.78
1609,194573,Size Issue,2022-10-23,95186.07
1610,23687,Quality Issue,2025-06-19,52472.33
1611,80101,,2025-08-06,2845.94
1612,86739,Size Issue,2022-08-24,182543.7
1613,115416,Damaged Product,2022-09-01,111060.58
1614,113636,Damaged Product,2025-03-12,114346.67
1615,52927,Damaged Product,2023-02-24,130883.92
1616,91207,Wrong Product,2025-02-20,68346.65
1617,119901,Changed Mind,2025-08-05,125154.5
1618,195156,Quality Issue,2025-05-11,37620.09
1619,140075,Changed Mind,2025-06-19,57655.41
1620,139899,Size Issue,2023-11-26,87310.62
1621,49211,Wrong Product,2025-08-16,27758.11
1622,129461,Damaged Product,2024-02-18,133069.9
1623,79784,Changed Mind,2023-12-01,5876.44
1624,150075,Damaged Product,2025-09-29,117596.78
1625,104697,Size Issue,2025-09-27,64945.02
1626,86483,Late Delivery,2023-01-02,78627.64
1627,120949,Late Delivery,2024-09-03,38070.78
1628,144126,Damaged Product,2025-12-25,55013.33
1629,32272,Damaged Product,2023-09-15,30938.1
1630,106881,Defective Item,2024-03-22,83061.77
1631,108103,Size Issue,2022-04-28,34234.55
1632,166976,Defective Item,2023-01-17,34880.2
1633,36650,Defective Item,2024-07-12,23968.19
1634,151458,Wrong Product,2022-06-20,201704.69
1635,69572,Quality Issue,2024-11-01,46470.63
1636,121349,Size Issue,2022-12-11,9387.9
1637,131072,Late Delivery,2022-10-01,96021.51
1638,80324,Quality Issue,2025-01-03,390.45
1639,106721,Quality Issue,2022-03-19,79538.55
1640,90704,Defective Item,2026-01-18,67979.18
1641,158537,Defective Item,2025-02-27,10852.48
1642,39095,Size Issue,2022-08-12,39177.83
1643,37058,Defective Item,2023-08-21,35075.61
1644,64678,Changed Mind,2023-01-29,60935.58
1645,137262,Size Issue,2022-03-05,132665.36
1646,50103,Quality Issue,2023-03-21,71875.12
1647,192395,Damaged Product,2024-03-28,22558.33
1648,193754,Defective Item,2022-08-16,83066.42
1649,184943,Wrong Product,2022-05-14,50285.9
1650,178443,Damaged Product,2025-08-30,25263.24
1651,121803,Damaged Product,2024-12-17,88300.39
1652,89651,Late Delivery,2025-09-29,56003.01
1653,1977,,2022-06-28,110832.64
1654,158156,Changed Mind,2022-07-03,136900.53
1655,93605,Size Issue,2025-07-05,107669.5
1656,111269,Changed Mind,2025-04-16,87906.48
1657,52433,Damaged Product,2025-12-22,29122.29
1658,143784,Wrong Product,2023-09-26,21067.74
1659,99128,Size Issue,2024-02-27,17524.12
1660,150318,Defective Item,2024-06-23,43884.2
1661,48241,Changed Mind,2023-08-05,69629.75
1662,121451,Wrong Product,2022-06-14,5975.23
1663,46802,Defective Item,2024-06-30,12202.41
1664,72493,Damaged Product,2024-10-01,95357.09
1665,7261,Wrong Product,2024-04-06,114918.35
1666,154021,Damaged Product,2024-11-16,51586.34
1667,21770,Size Issue,2022-04-26,44794.3
1668,45594,Wrong Product,2024-03-20,171229.41
1669,12979,Defective Item,2024-12-29,130576.98
1670,178803,Defective Item,2025-08-27,29280.47
1671,72391,Damaged Product,2025-05-17,1411.99
1672,110532,Damaged Product,2022-11-08,96956.23
1673,163347,Damaged Product,2024-12-01,39812.03
1674,82872,Defective Item,2022-12-15,3311.41
1675,63150,Changed Mind,2024-03-25,19106.16
1676,158845,Changed Mind,2022-03-18,4265.33
1677,169130,Size Issue,2023-02-26,28428.19
1678,719,Late Delivery,2022-08-30,61866.19
1679,46637,Wrong Product,2025-06-15,27392.88
1680,190202,Changed Mind,2022-09-09,25191.39
1681,67556,Quality Issue,2024-07-26,18746.89
1682,198585,Size Issue,2022-07-05,101003.19
1683,173309,,2023-05-18,59199.11
1684,159514,Late Delivery,2023-01-29,113547.43
1685,141622,Defective Item,2025-09-28,62188.66
1686,119760,Late Delivery,2025-12-13,1456.56
1687,104846,Wrong Product,2024-04-09,18633.87
1688,63603,Size Issue,2024-03-04,59281.49
1689,40865,Damaged Product,2022-12-07,3685.04
1690,87935,Wrong Product,2025-11-14,71795.78
1691,31135,Quality Issue,2025-11-07,62193.0
1692,53932,Defective Item,2023-09-09,238740.43
1693,96511,Damaged Product,2022-02-13,216177.34
1694,193914,Size Issue,2022-08-20,23617.73
1695,51579,Damaged Product,2022-10-14,58704.55
1696,180980,Quality Issue,2024-08-01,8194.3
1697,181159,Changed Mind,2025-12-31,154508.37
1698,4561,Damaged Product,2022-09-02,31444.71
1699,173846,Changed Mind,2024-08-08,12364.16
1700,24572,Changed Mind,2025-01-26,74456.54
1701,168332,Defective Item,2025-06-18,135369.68
1702,140878,Size Issue,2024-06-07,95875.34
1703,123840,Defective Item,2025-10-10,57478.54
1704,149634,Size Issue,2025-09-09,3288.53
1705,150647,Late Delivery,2026-01-11,151480.89
1706,165563,Quality Issue,2025-12-01,8830.55
1707,17437,Defective Item,2023-06-12,34806.85
1708,138467,Late Delivery,2022-10-06,13168.74
1709,188746,Wrong Product,2024-01-10,86156.9
1710,937,Size Issue,2025-01-28,4015.49
1711,45073,Late Delivery,2025-11-12,1913.26
1712,119717,,2023-05-18,56785.21
1713,98130,Changed Mind,2025-11-04,102931.37
1714,24495,Wrong Product,2025-04-20,54059.04
1715,32170,,2024-07-08,210522.63
1716,61811,Wrong Product,2022-01-23,42459.5
1717,37397,Wrong Product,2023-09-04,72514.11
1718,163424,Size Issue,2023-05-30,85306.59
1719,48683,Defective Item,2025-06-18,6964.69
1720,186043,Changed Mind,2025-01-15,91032.83
1721,182882,Size Issue,2025-03-06,86894.63
1722,108081,Defective Item,2024-08-03,55951.23
1723,27382,Defective Item,2025-10-10,66326.32
1724,137705,Changed Mind,2024-12-05,99034.12
1725,175865,Wrong Product,2024-07-22,126008.34
1726,72111,Wrong Product,2023-04-05,103960.7
1727,68670,Wrong Product,2023-07-20,99293.55
1728,109446,Wrong Product,2023-11-24,156177.59
1729,167581,Defective Item,2023-08-22,20755.48
1730,56700,Changed Mind,2024-07-05,31800.2
1731,23689,Quality Issue,2022-07-15,202301.35
1732,120114,Size Issue,2022-10-25,196021.71
1733,16328,Wrong Product,2024-09-19,7767.55
1734,137600,Quality Issue,2024-01-20,38135.02
1735,178998,Defective Item,2025-08-29,98761.82
1736,129041,Size Issue,2022-12-01,57225.03
1737,57658,Quality Issue,2023-07-13,46336.88
1738,41642,Defective Item,2022-09-06,48049.95
1739,13292,Changed Mind,2025-07-21,7131.59
1740,129806,Late Delivery,2022-12-09,53415.35
1741,19084,Defective Item,2025-01-12,79159.9
1742,195900,Defective Item,2024-05-27,37007.24
1743,21350,Size Issue,2024-08-19,125735.53
1744,160485,Defective Item,2025-08-29,2542.73
1745,66436,Changed Mind,2024-12-15,85574.09
1746,81858,Wrong Product,2025-01-01,80976.55
1747,118674,Size Issue,2024-08-11,10839.81
1748,175223,Wrong Product,2024-10-22,96259.9
1749,90560,Quality Issue,2025-12-12,5203.52
1750,27254,Changed Mind,2024-01-25,114513.27
1751,11375,,2024-06-10,27762.23
1752,86047,Late Delivery,2023-10-24,46887.25
1753,35355,Wrong Product,2025-06-22,193470.93
1754,86870,Late Delivery,2022-05-10,106637.69
1755,42342,Size Issue,2024-02-17,137208.09
1756,199393,Late Delivery,2023-05-23,204748.245
1757,148540,Changed Mind,2024-02-04,49617.02
1758,31109,Size Issue,2025-03-30,39039.96
1759,137487,Wrong Product,2024-12-28,79212.25
