product_id,product_name,category,sub_category,brand,vendor_id,cost_price,selling_price,profit
PROD00163,Advanced Hp Cycling,Sports,Cycling,Hp,VEND0064,39544.56,43829.26,4284.7
PROD00367,Eco Lenovo Furniture,Home,Furniture,Lenovo,VEND0270,26243.05,32661.61,6418.56
PROD00533,Max Lenovo Fitness,Sports,Fitness,Lenovo,VEND0275,28156.05,32677.75,4521.7
PROD00562,Smart Dell Skin Care,Beauty,Skin Care,Dell,VEND0196,23637.37,28760.21,5122.84
PROD00603,Premium Fastrack Outdoor,Sports,Outdoor,Fastrack,VEND0115,47520.24,62631.94,15111.7
PROD01965,Ultra Us Polo Tablet,Electronics,Tablet,Us polo,VEND0169,30087.64,41989.2,11901.56
PROD00046,Mini Oneplus Headphones,Electronics,Headphones,Oneplus,VEND0036,25318.94,29863.03,4544.09
PROD00355,Mini Bajaj Perfume,Beauty,Perfume,Bajaj,VEND0263,32453.63,41704.65,9251.02
PROD01648,Classic Puma Bags,Fashion,Bags,Puma,VEND0172,48114.04,72152.72,24038.68
PROD01001,Luxury Philips Decor,Home,Decor,Philips,VEND0025,24237.94,40778.74,16540.8
PROD00077,Max Boat Cricket,Sports,Cricket,Boat,VEND0127,37195.59,51508.63,14313.04
PROD01947,Ultra Ikea Perfume,Beauty,Perfume,Ikea,VEND0076,7764.34,12291.88,4527.54
PROD01789,Smart Lakme Fiction,Books,Fiction,Lakme,VEND0267,44619.01,50107.78,5488.77
PROD00681,Essential Puma Children,Books,Children,Puma,VEND0020,30295.28,36549.84,6254.56
PROD01332,Smart Loreal Mobile,Electronics,Mobile,Loreal,VEND0113,41035.3,61880.24,20844.94
PROD00983,Portable Boat Makeup,Beauty,Makeup,Boat,VEND0299,35180.06,56807.12,21627.06
PROD00394,Luxury Fastrack Camera,Electronics,Camera,Fastrack,VEND0150,47151.6,57797.91,10646.31
PROD00837,Ultra Titan Lighting,Home,Lighting,Titan,VEND0300,4567.52,6396.33,1828.81
PROD00031,Eco Adidas Storage,Home,Storage,Adidas,VEND0243,36181.46,58955.15,22773.69
PROD01107,Max Adidas Children,Books,Children,Adidas,VEND0161,203.64,248.45,44.81
PROD01612,Mini Samsung Men Clothing,Fashion,Men Clothing,Samsung,VEND0110,15963.53,17664.29,1700.76
PROD00716,Elite Adidas Storage,Home,Storage,Adidas,VEND0277,2754.7,4351.22,1596.52
PROD00977,Portable Fastrack Cricket,Sports,Cricket,Fastrack,VEND0127,13994.59,21523.83,7529.24
PROD00825,Eco Lenovo Kitchen,Home,Kitchen,Lenovo,VEND0137,6620.72,7386.86,766.14
PROD01958,Premium Philips Education,Books,Education,Philips,VEND0137,34497.39,47386.98,12889.59
PROD01574,Wireless Fastrack Children,Books,Children,Fastrack,VEND0278,20731.98,27180.4,6448.42
PROD01977,Elite Maybelline Smart Watch,Electronics,Smart Watch,Maybelline,VEND0141,32307.35,38250.55,5943.2
PROD00375,Eco Dell Children,Books,Children,Dell,VEND0200,14998.88,21574.01,6575.13
PROD01597,Elite Mamaearth Lighting,Home,Lighting,Mamaearth,VEND0083,44491.19,65852.79,21361.6
PROD00045,Eco Dell Makeup,Beauty,Makeup,Dell,VEND0052,515.31,758.89,243.58
PROD01695,Max Adidas Bags,Fashion,Bags,Adidas,VEND0202,13953.09,21732.84,7779.75
PROD00304,Digital Maybelline Watches,Fashion,Watches,Maybelline,VEND0136,33809.64,54791.65,20982.01
PROD01966,Max Milton Cricket,Sports,Cricket,Milton,VEND0273,14223.6,21152.88,6929.28
PROD01614,Essential Lenovo Outdoor,Sports,Outdoor,Lenovo,VEND0039,28069.89,42940.18,14870.29
PROD01955,Digital Mi Education,Books,Education,Mi,VEND0051,18209.84,20389.64,2179.8
PROD00620,Eco Sony Storage,Home,Storage,Sony,VEND0288,17966.19,24641.65,6675.46
PROD01436,Eco Noise Mobile,Electronics,Mobile,Noise,VEND0251,26347.46,42822.72,16475.26
PROD00721,Mini Oneplus Perfume,Beauty,Perfume,Oneplus,VEND0206,20983.69,32552.36,11568.67
PROD01774,Ultra Allen Solly Children,Books,Children,Allen solly,VEND0094,14500.09,20100.95,5600.86
PROD01320,Smart Cello Education,Books,Education,Cello,VEND0189,20593.34,32066.23,11472.89
PROD00594,Wireless Casio Mobile,Electronics,Mobile,Casio,VEND0269,32765.93,36285.52,3519.59
PROD01970,Smart Bajaj Makeup,Beauty,Makeup,Bajaj,VEND0119,41136.76,50028.77,8892.01
PROD01293,Max Milton Watches,Fashion,Watches,Milton,VEND0117,27355.26,31373.62,4018.36
PROD01613,Eco Philips Makeup,Beauty,Makeup,Philips,VEND0109,28103.95,37416.32,9312.37
PROD01090,Essential Cello Furniture,Home,Furniture,Cello,VEND0043,39122.58,44333.57,5210.99
PROD00508,Eco Reebok Furniture,Home,Furniture,Reebok,VEND0017,42545.31,66476.97,23931.66
PROD00186,Mini Allen Solly Education,Books,Education,Allen solly,VEND0233,22605.17,27964.77,5359.6
PROD00652,Smart Maybelline Makeup,Beauty,Makeup,Maybelline,VEND0146,6454.35,9638.18,3183.83
PROD00428,Smart Milton Cycling,Electronics,Hair Care,Milton,VEND0070,49275.14,74286.2,25011.06
PROD00301,Classic Us Polo Makeup,Beauty,Makeup,Us polo,VEND0257,7613.99,11529.87,3915.88
PROD01051,Wireless Titan Cycling,Sports,Cycling,Titan,VEND0220,11332.38,15234.9,3902.52
PROD00742,Max Hp Hair Care,Beauty,Hair Care,Hp,VEND0080,22120.92,29187.89,7066.97
PROD00555,Max Adidas Biography,Books,Biography,Adidas,VEND0133,36078.1,53873.27,17795.17
PROD01624,Mini Hp Kitchen,Home,Kitchen,Hp,VEND0276,9598.43,15754.54,6156.11
PROD01672,Essential Fastrack Tablet,Electronics,Tablet,Fastrack,VEND0224,27314.24,36207.2,8892.96
PROD01963,Classic Cello Outdoor,Sports,Outdoor,Cello,VEND0058,15033.05,16622.97,1589.92
PROD01385,Eco Philips Children,Books,Children,Philips,VEND0042,30357.81,40682.47,10324.66
PROD00999,Luxury Us Polo Cycling,Sports,Cycling,Us polo,VEND0168,28956.3,43244.97,14288.67
PROD00176,Ultra Prestige Fitness,Sports,Fitness,Prestige,VEND0277,42927.39,50946.78,8019.39
PROD01481,Ultra Mi Children,Books,Children,Mi,VEND0099,26701.2,31833.26,5132.06
PROD01733,Smart Titan Laptop,Electronics,Laptop,Titan,VEND0011,32512.91,44616.09,12103.18
PROD00454,Essential Dell Headphones,Electronics,Headphones,Dell,VEND0031,738.98,908.54,169.56
PROD00412,Ultra Maybelline Fitness,Sports,Fitness,Maybelline,VEND0153,17631.65,24238.52,6606.87
PROD00040,Advanced Lakme Fiction,Books,Fiction,Lakme,VEND0272,2905.41,4214.32,1308.91
PROD00807,Elite Bajaj Kitchen,Home,Kitchen,Bajaj,VEND0073,26187.13,32869.95,6682.82
PROD01924,Mini Oneplus Makeup,Beauty,Makeup,Oneplus,VEND0186,20938.09,30560.17,9622.08
PROD00332,Premium Fastrack Headphones,Electronics,Headphones,Fastrack,VEND0203,33654.75,43243.05,9588.3
PROD01652,Luxury Puma Outdoor,Sports,Outdoor,Puma,VEND0172,38774.06,44977.73,6203.67
PROD00195,Digital Samsung Footwear,Fashion,Footwear,Samsung,VEND0206,9111.21,10805.45,1694.24
PROD00536,Elite Loreal Smart Watch,Electronics,Smart Watch,Loreal,VEND0138,34541.16,39016.82,4475.66
PROD01572,Pro Mamaearth Education,Books,Education,Mamaearth,VEND0296,10846.06,13295.73,2449.67
PROD01739,Essential Lenovo Skin Care,Beauty,Skin Care,Lenovo,VEND0148,27687.04,46278.45,18591.41
PROD00323,Pro Samsung Footwear,Fashion,Footwear,Samsung,VEND0032,13114.58,17255.26,4140.68
PROD01386,Essential Borosil Bags,Fashion,Bags,Borosil,VEND0052,49344.23,79654.42,30310.19
PROD00267,Ultra Bajaj Fiction,Books,Fiction,Bajaj,VEND0090,14553.6,18628.23,4074.63
PROD00671,Pro Philips Hair Care,Beauty,Hair Care,Philips,VEND0077,3900.56,5796.57,1896.01
PROD01451,Mini Mamaearth Perfume,Beauty,Perfume,Mamaearth,VEND0128,8565.67,14406.06,5840.39
PROD00068,Max Wildcraft Education,Books,Education,Wildcraft,VEND0147,20333.45,32538.3,12204.85
PROD01260,Wireless Lenovo Perfume,Beauty,Perfume,Lenovo,VEND0006,30884.23,41590.71,10706.48
PROD00549,Elite Allen Solly Biography,Books,Biography,Allen solly,VEND0130,44779.37,72137.4,27358.03
PROD01418,Essential Adidas Watches,Fashion,Watches,Adidas,VEND0276,5017.09,5709.95,692.86
PROD01705,Pro Apple Headphones,Electronics,Headphones,Apple,VEND0018,31474.33,47249.11,15774.78
PROD01432,Ultra Milton Biography,Books,Biography,Milton,VEND0162,30266.99,40915.28,10648.29
PROD01638,Classic Nike Footwear,Fashion,Footwear,Nike,VEND0109,46350.04,53322.94,6972.9
PROD01817,Pro Ikea Bags,Fashion,Bags,Ikea,VEND0196,45387.9,64447.29,19059.39
PROD00906,Wireless Noise Perfume,Beauty,Perfume,Noise,VEND0231,22747.0,30810.24,8063.24
PROD01182,Classic Us Polo Storage,Home,Storage,Us polo,VEND0212,39371.43,46568.39,7196.96
PROD01658,Essential Prestige Fiction,Books,Fiction,Prestige,VEND0231,43863.34,66114.38,22251.04
PROD00991,Advanced Philips Education,Books,Education,Philips,VEND0217,16057.17,26313.85,10256.68
PROD01517,Smart Allen Solly Headphones,Electronics,Headphones,Allen solly,VEND0166,47981.29,60796.41,12815.12
PROD00893,Elite Fastrack Skin Care,Beauty,Skin Care,Fastrack,VEND0091,16302.64,18888.11,2585.47
PROD00417,Pro Maybelline Fitness,Sports,Fitness,Maybelline,VEND0197,47594.51,66192.8,18598.29
PROD01845,Wireless Lakme Watches,Fashion,Watches,Lakme,VEND0110,26557.74,43288.36,16730.62
PROD01554,Essential Us Polo Men Clothing,Fashion,Men Clothing,Us polo,VEND0022,25321.82,31847.16,6525.34
PROD00889,Classic Dell Watches,Fashion,Watches,Dell,VEND0212,39631.93,23779.158,-15852.77
PROD00744,Luxury Bajaj Bags,Fashion,Bags,Bajaj,VEND0245,465.44,769.49,304.05
PROD00545,Max Maybelline Lighting,Home,Lighting,Maybelline,VEND0047,17245.24,27637.09,10391.85
PROD01934,Pro Fastrack Cricket,Sports,Cricket,Fastrack,VEND0091,12290.1,17967.5,5677.4
PROD00907,Eco Philips Makeup,Beauty,Makeup,Philips,VEND0256,9330.26,13647.78,4317.52
PROD00932,Elite Nike Hair Care,Beauty,Hair Care,Nike,VEND0039,34797.9,43567.02,8769.12
PROD00262,Digital Adidas Skin Care,Beauty,Skin Care,Adidas,VEND0143,26496.52,35474.08,8977.56
PROD00591,Smart Lg Laptop,Electronics,Laptop,Lg,VEND0214,49079.38,78851.42,29772.04
PROD00989,Advanced Noise Footwear,Fashion,Footwear,Noise,VEND0105,32426.22,49382.68,16956.46
PROD00241,Pro Syska Kitchen,Home,Kitchen,Syska,VEND0155,21191.58,33179.73,11988.15
PROD01475,Classic Borosil Decor,Home,Decor,Borosil,VEND0095,14043.96,20559.14,6515.18
PROD00706,Elite Fastrack Bags,Fashion,Bags,Fastrack,VEND0060,44831.36,72501.9,27670.54
PROD01663,Luxury Boat Cycling,Sports,Cycling,Boat,VEND0151,15217.1,19370.7,4153.6
PROD01101,Classic Bajaj Fiction,Books,Fiction,Bajaj,VEND0005,43354.3,69999.34,26645.04
PROD01053,Smart Reebok Fiction,Books,Fiction,Reebok,VEND0062,21931.01,32789.69,10858.68
PROD00366,Wireless Bajaj Cycling,Sports,Cycling,Bajaj,VEND0221,48875.09,54265.31,5390.22
PROD01037,Wireless Noise Cycling,Sports,Cycling,Noise,VEND0061,35509.25,39672.91,4163.66
PROD01784,Eco Apple Smart Watch,Electronics,Smart Watch,Apple,VEND0219,18508.55,23489.25,4980.7
PROD00600,Wireless Titan Smart Watch,Electronics,Smart Watch,Titan,VEND0256,40073.0,54854.29,14781.29
PROD01337,Max Sony Biography,Books,Biography,Sony,VEND0256,3413.2,4202.12,788.92
PROD00515,Ultra Casio Tablet,Electronics,Tablet,Casio,VEND0193,47585.52,54462.59,6877.07
PROD00592,Mini Titan Cricket,Sports,Cricket,Titan,VEND0015,9103.96,12088.7,2984.74
PROD00072,Eco Dell Lighting,Home,Lighting,Dell,VEND0100,22798.04,37199.15,14401.11
PROD01024,Elite Wildcraft Decor,Home,Decor,Wildcraft,VEND0064,47803.53,76511.74,28708.21
PROD00260,Luxury Titan Storage,Home,Storage,Titan,VEND0188,1788.21,2039.17,250.96
PROD00199,Max Allen Solly Bags,Fashion,Bags,Allen solly,VEND0111,24308.8,33187.02,8878.22
PROD01241,Pro Nivea Smart Watch,Electronics,Smart Watch,Nivea,VEND0011,46815.58,63985.03,17169.45
PROD01387,Wireless Ikea Children,Books,Children,Ikea,VEND0267,30378.33,46392.73,16014.4
PROD01379,Digital Lakme Biography,Books,Biography,Lakme,VEND0205,40851.52,68001.22,27149.7
PROD01768,Premium Mi Cricket,Sports,Cricket,Mi,VEND0086,44998.63,73160.73,28162.1
PROD01461,Portable Ikea Laptop,Electronics,Laptop,Ikea,VEND0170,2060.8,2754.73,693.93
PROD00589,Classic Nivea Fiction,Books,Fiction,Nivea,VEND0205,40757.47,49305.19,8547.72
PROD00974,Classic Adidas Tablet,Electronics,Tablet,Adidas,VEND0088,5599.91,7724.07,2124.16
PROD00586,Digital Sony Laptop,Electronics,Laptop,Sony,VEND0161,42619.82,56093.17,13473.35
PROD01742,Max Hp Footwear,Fashion,Footwear,Hp,VEND0173,49940.36,78046.97,28106.61
PROD01038,Pro Puma Kitchen,Home,Kitchen,Puma,VEND0067,34417.96,44208.39,9790.43
PROD00427,Max Bajaj Cycling,Sports,Cycling,Bajaj,VEND0149,8460.45,14276.16,5815.71
PROD00577,Max Us Polo Fiction,Books,Fiction,Us polo,VEND0243,22243.5,13346.1,-8897.4
PROD01904,Digital Bajaj Furniture,Home,Furniture,Bajaj,VEND0253,4773.9,7333.06,2559.16
PROD01263,Essential Dell Headphones,Electronics,Headphones,Dell,VEND0294,29664.68,47596.02,17931.34
PROD01002,Essential Ikea Decor,Home,Decor,Ikea,VEND0083,22823.53,27384.08,4560.55
PROD01641,Eco Reebok Women Clothing,Fashion,Women Clothing,Reebok,VEND0253,8873.42,11229.8,2356.38
PROD00939,Portable Sony Fiction,Books,Fiction,Sony,VEND0169,33247.06,41886.7,8639.64
PROD00479,Ultra Prestige Bags,Fashion,Bags,Prestige,VEND0300,11718.88,19525.21,7806.33
PROD00737,Classic Puma Watches,Fashion,Watches,Puma,VEND0159,4261.35,7069.38,2808.03
PROD00399,Eco Maybelline Laptop,Electronics,Laptop,Maybelline,VEND0205,8358.61,12267.15,3908.54
PROD01575,Mini Nike Makeup,Beauty,Makeup,Nike,VEND0091,46321.13,63705.18,17384.05
PROD00437,Classic Titan Laptop,Electronics,Laptop,Titan,VEND0104,22853.08,38738.32,15885.24
PROD00193,Wireless Prestige Men Clothing,Fashion,Men Clothing,Prestige,VEND0288,28726.3,45512.02,16785.72
PROD01456,Advanced Lenovo Men Clothing,Fashion,Men Clothing,Lenovo,VEND0264,21568.65,26281.98,4713.33
PROD00850,Mini Noise Decor,Home,Decor,Noise,VEND0019,48316.35,74871.06,26554.71
PROD00293,Advanced Puma Cycling,Sports,Cycling,Puma,VEND0021,9992.94,14044.81,4051.87
PROD00950,Ultra Philips Storage,Home,Storage,Philips,VEND0251,46244.55,51892.24,5647.69
PROD01482,Portable Maybelline Makeup,Beauty,Makeup,Maybelline,VEND0061,44750.91,61267.99,16517.08
PROD01657,Pro Allen Solly Storage,Home,Storage,Allen solly,VEND0194,18003.03,27843.83,9840.8
PROD01976,Premium Allen Solly Makeup,Beauty,Makeup,Allen solly,VEND0207,28186.16,43903.25,15717.09
PROD00142,Wireless Adidas Skin Care,Beauty,Skin Care,Adidas,VEND0052,25139.44,36555.47,11416.03
PROD00746,Classic Mi Cycling,Sports,Cycling,Mi,VEND0128,20616.21,29611.73,8995.52
PROD00003,Classic Mi Fitness,Sports,Fitness,Mi,VEND0113,35815.18,54467.55,18652.37
PROD00766,Eco Ikea Children,Books,Children,Ikea,VEND0096,27159.57,37861.94,10702.37
PROD01176,Wireless Lenovo Skin Care,Beauty,Skin Care,Lenovo,VEND0053,39093.54,57303.06,18209.52
PROD01462,Max Mi Laptop,Electronics,Laptop,Mi,VEND0061,47421.37,79469.65,32048.28
PROD00409,Max Mamaearth Perfume,Beauty,Perfume,Mamaearth,VEND0033,272.28,334.6,62.32
PROD01287,Wireless Oneplus Fiction,Books,Fiction,Oneplus,VEND0121,11015.34,13458.55,2443.21
PROD00266,Mini Hp Children,Books,Children,Hp,VEND0178,40535.14,68120.79,27585.65
PROD00377,Smart Lg Cycling,Sports,Cycling,Lg,VEND0175,4929.41,6108.95,1179.54
PROD00702,Essential Philips Footwear,Fashion,Footwear,Philips,VEND0207,30337.85,36912.52,6574.67
PROD00994,Smart Dell Cycling,Sports,Cycling,Dell,VEND0042,9458.26,15420.63,5962.37
PROD00440,Classic Wildcraft Smart Watch,Electronics,Smart Watch,Wildcraft,VEND0047,36313.12,56399.33,20086.21
PROD00272,Luxury Syska Perfume,Beauty,Perfume,Syska,VEND0283,17258.51,28075.73,10817.22
PROD00185,Digital Lenovo Cricket,Sports,Cricket,Lenovo,VEND0283,39665.15,46354.62,6689.47
PROD01245,Digital Mi Storage,Home,Storage,Mi,VEND0290,33008.93,47513.85,14504.92
PROD00245,Advanced Syska Fiction,Books,Fiction,Syska,VEND0279,48733.99,55586.36,6852.37
PROD01118,Digital Titan Women Clothing,Fashion,Women Clothing,Titan,VEND0235,45371.05,59970.67,14599.62
PROD00446,Classic Oneplus Makeup,Beauty,Makeup,Oneplus,VEND0227,31422.6,37418.8,5996.2
PROD00608,Essential Loreal Hair Care,Beauty,Hair Care,Loreal,VEND0064,5432.9,7327.26,1894.36
PROD01740,Advanced Allen Solly Cricket,Sports,Cricket,Allen solly,VEND0134,28651.5,41286.29,12634.79
PROD01764,Mini Maybelline Men Clothing,Fashion,Men Clothing,Maybelline,VEND0248,28044.83,32135.62,4090.79
PROD01291,Max Us Polo Perfume,Beauty,Perfume,Us polo,VEND0196,18407.22,25742.97,7335.75
PROD00694,Elite Samsung Lighting,Home,Lighting,Samsung,VEND0223,40228.25,64121.95,23893.7
PROD00416,Wireless Cello Outdoor,Sports,Outdoor,Cello,VEND0231,14477.3,17550.24,3072.94
PROD00274,Portable Wildcraft Outdoor,Sports,Outdoor,Wildcraft,VEND0116,8274.62,10704.02,2429.4
PROD00745,Luxury Allen Solly Men Clothing,Fashion,Men Clothing,Allen solly,VEND0004,39908.34,58194.43,18286.09
PROD01972,Ultra Oneplus Biography,Books,Biography,Oneplus,VEND0099,28571.87,34079.34,5507.47
PROD01476,Digital Nivea Bags,Fashion,Bags,Nivea,VEND0007,16747.39,19542.82,2795.43
PROD00251,Max Reebok Watches,Fashion,Watches,Reebok,VEND0019,49456.68,70516.25,21059.57
PROD00414,Eco Milton Women Clothing,Fashion,Women Clothing,Milton,VEND0197,19453.74,28360.74,8907.0
PROD00629,Pro Dell Makeup,Beauty,Makeup,Dell,VEND0095,39212.37,50612.01,11399.64
PROD01420,Wireless Syska Skin Care,Beauty,Skin Care,Syska,VEND0064,41865.34,59590.67,17725.33
PROD00311,Smart Syska Camera,Electronics,Camera,Syska,VEND0212,11322.3,14036.28,2713.98
PROD00583,Smart Samsung Women Clothing,Fashion,Women Clothing,Samsung,VEND0294,686.83,792.19,105.36
PROD01842,Essential Borosil Kitchen,Home,Kitchen,Borosil,VEND0027,43736.97,56595.76,12858.79
PROD00426,Eco Oneplus Outdoor,Sports,Outdoor,Oneplus,VEND0180,40685.82,64416.41,23730.59
PROD01905,Pro Maybelline Makeup,Beauty,Makeup,Maybelline,VEND0269,48594.05,73542.0,24947.95
PROD01838,Pro Dell Outdoor,Sports,Outdoor,Dell,VEND0144,29652.32,34449.64,4797.32
PROD01171,Premium Canon Makeup,Beauty,Makeup,Canon,VEND0184,10511.18,11859.02,1347.84
PROD01375,Pro Prestige Skin Care,Beauty,Skin Care,Prestige,VEND0245,3259.91,3643.93,384.02
PROD00708,Wireless Maybelline Bags,Fashion,Bags,Maybelline,VEND0135,25849.39,15509.633999999998,-10339.76
PROD01600,Premium Casio Storage,Home,Storage,Casio,VEND0275,46332.83,56327.15,9994.32
PROD01487,Pro Oneplus Makeup,Beauty,Makeup,Oneplus,VEND0005,9244.11,11055.97,1811.86
PROD00927,Pro Canon Perfume,Beauty,Perfume,Canon,VEND0267,36728.96,53375.79,16646.83
PROD01617,Premium Lakme Storage,Home,Storage,Lakme,VEND0146,29579.0,36732.77,7153.77
PROD00183,Digital Puma Watches,Fashion,Watches,Puma,VEND0300,3330.83,4213.53,882.7
PROD00171,Essential Lenovo Decor,Home,Decor,Lenovo,VEND0184,49047.34,64762.16,15714.82
PROD00573,Classic Boat Women Clothing,Fashion,Women Clothing,Boat,VEND0010,47406.81,78265.0,30858.19
PROD01252,Smart Philips Camera,Electronics,Camera,Philips,VEND0128,48905.88,66232.85,17326.97
PROD01907,Classic Loreal Skin Care,Beauty,Skin Care,Loreal,VEND0206,46375.66,71861.88,25486.22
PROD01382,Wireless Nivea Education,Books,Education,Nivea,VEND0244,22623.31,34199.91,11576.6
PROD01731,Wireless Prestige Perfume,Beauty,Perfume,Prestige,VEND0267,3968.38,6536.83,2568.45
PROD00273,Premium Adidas Education,Books,Education,Adidas,VEND0064,21659.28,35660.43,14001.15
PROD00705,Luxury Titan Cycling,Sports,Cycling,Titan,VEND0125,48304.47,69457.05,21152.58
PROD01562,Pro Allen Solly Tablet,Electronics,Tablet,Allen solly,VEND0012,48929.11,60087.52,11158.41
PROD00372,Essential Syska Fitness,Sports,Fitness,Syska,VEND0291,45961.65,56894.08,10932.43
PROD00223,Max Adidas Bags,Fashion,Bags,Adidas,VEND0287,29772.31,49505.44,19733.13
PROD01809,Premium Lenovo Headphones,Electronics,Headphones,Lenovo,VEND0081,25099.89,39527.46,14427.57
PROD00945,Smart Lenovo Bags,Fashion,Bags,Lenovo,VEND0225,31549.32,41504.92,9955.6
PROD00793,Essential Maybelline Tablet,Electronics,Tablet,Maybelline,VEND0062,43995.64,59859.7,15864.06
PROD00519,Classic Ikea Biography,Books,Biography,Ikea,VEND0293,14905.16,17253.46,2348.3
PROD00335,Elite Us Polo Kitchen,Home,Kitchen,Us polo,VEND0194,18754.32,30659.57,11905.25
PROD01310,Ultra Us Polo Decor,Home,Decor,Us polo,VEND0275,19585.71,33173.43,13587.72
PROD01685,Pro Reebok Tablet,Electronics,Tablet,Reebok,VEND0280,24211.79,29306.59,5094.8
PROD01424,Digital Bajaj Footwear,Fashion,Footwear,Bajaj,VEND0001,8621.58,14538.24,5916.66
PROD01404,Essential Reebok Lighting,Home,Lighting,Reebok,VEND0082,14990.13,23819.43,8829.3
PROD00016,Elite Philips Makeup,Beauty,Makeup,Philips,VEND0047,49866.42,58991.93,9125.51
PROD01660,Advanced Prestige Cricket,Sports,Cricket,Prestige,VEND0176,15500.7,17433.02,1932.32
PROD01993,Wireless Nike Fitness,Sports,Fitness,Nike,VEND0045,26611.53,42023.72,15412.19
PROD01563,Ultra Prestige Children,Books,Children,Prestige,VEND0036,12640.96,15240.74,2599.78
PROD01711,Portable Ikea Laptop,Electronics,Laptop,Ikea,VEND0184,46117.55,57685.17,11567.62
PROD00618,Premium Apple Fitness,Sports,Fitness,Apple,VEND0103,19074.47,21589.23,2514.76
PROD00922,Elite Nike Biography,Books,Biography,Nike,VEND0155,2673.53,3685.22,1011.69
PROD00466,Ultra Borosil Furniture,Home,Furniture,Borosil,VEND0019,18230.63,30119.48,11888.85
PROD01266,Ultra Wildcraft Makeup,Beauty,Makeup,Wildcraft,VEND0076,29204.11,41606.69,12402.58
PROD00200,Digital Maybelline Fitness,Sports,Fitness,Maybelline,VEND0250,21524.19,27334.6,5810.41
PROD01224,Advanced Nike Cricket,Sports,Cricket,Nike,VEND0209,13500.91,17429.7,3928.79
PROD01466,Smart Allen Solly Skin Care,Beauty,Skin Care,Allen solly,VEND0220,24035.64,30509.26,6473.62
PROD01319,Digital Prestige Kitchen,Home,Kitchen,Prestige,VEND0035,44133.66,62786.42,18652.76
PROD01712,Wireless Ikea Laptop,Electronics,Laptop,Ikea,VEND0266,3785.12,5470.31,1685.19
PROD01987,Luxury Adidas Fiction,Books,Fiction,Adidas,VEND0161,38616.43,44053.71,5437.28
PROD01421,Premium Noise Furniture,Home,Furniture,Noise,VEND0285,43107.07,65399.01,22291.94
PROD01434,Mini Us Polo Fitness,Sports,Fitness,Us polo,VEND0171,3344.67,4963.85,1619.18
PROD01119,Portable Borosil Mobile,Electronics,Mobile,Borosil,VEND0204,6703.59,8674.09,1970.5
PROD01594,Ultra Fastrack Mobile,Electronics,Mobile,Fastrack,VEND0145,46363.59,54412.8,8049.21
PROD00044,Digital Lakme Women Clothing,Fashion,Women Clothing,Lakme,VEND0154,11972.36,16012.69,4040.33
PROD00275,Digital Ikea Watches,Fashion,Watches,Ikea,VEND0283,42304.39,52895.85,10591.46
PROD01114,Portable Boat Tablet,Electronics,Tablet,Boat,VEND0270,47364.81,55436.26,8071.45
PROD00102,Luxury Borosil Hair Care,Beauty,Hair Care,Borosil,VEND0009,32312.85,45060.04,12747.19
PROD00887,Wireless Borosil Mobile,Electronics,Mobile,Borosil,VEND0088,5688.71,7891.33,2202.62
PROD01839,Digital Lenovo Decor,Home,Decor,Lenovo,VEND0197,6378.87,9015.84,2636.97
PROD01589,Premium Oneplus Decor,Home,Decor,Oneplus,VEND0079,4708.06,5251.3,543.24
PROD00108,Premium Ikea Laptop,Electronics,Laptop,Ikea,VEND0274,11412.78,13782.81,2370.03
PROD01076,Luxury Mi Bags,Fashion,Bags,Mi,VEND0039,24872.74,40005.33,15132.59
PROD00498,Wireless Mamaearth Storage,Home,Storage,Mamaearth,VEND0089,17772.49,28498.78,10726.29
PROD01129,Smart Casio Smart Watch,Electronics,Smart Watch,Casio,VEND0254,8219.57,11345.31,3125.74
PROD01180,Max Canon Skin Care,Beauty,Skin Care,Canon,VEND0259,41748.93,57788.79,16039.86
PROD01448,Portable Bajaj Children,Books,Children,Bajaj,VEND0271,37495.91,46739.99,9244.08
PROD01673,Essential Syska Laptop,Electronics,Laptop,Syska,VEND0184,22122.97,28493.42,6370.45
PROD00965,Premium Cello Children,Books,Children,Cello,VEND0028,8857.37,13304.53,4447.16
PROD00073,Portable Cello Children,Books,Children,Cello,VEND0003,20012.66,23785.9,3773.24
PROD00768,Max Syska Furniture,Home,Furniture,Syska,VEND0278,7793.52,9955.47,2161.95
PROD01232,Max Boat Men Clothing,Fashion,Men Clothing,Boat,VEND0046,36972.19,53160.42,16188.23
PROD01587,Portable Syska Makeup,Beauty,Makeup,Syska,VEND0065,7964.26,9864.39,1900.13
PROD01915,Classic Us Polo Children,Books,Children,Us polo,VEND0244,31756.89,41196.66,9439.77
PROD00482,Premium Wildcraft Laptop,Electronics,Laptop,Wildcraft,VEND0111,41328.02,62741.17,21413.15
PROD01084,Digital Fastrack Decor,Home,Decor,Fastrack,VEND0154,7429.8,8843.57,1413.77
PROD00507,Max Noise Storage,Home,Storage,Noise,VEND0066,18950.29,29190.97,10240.68
PROD00786,Premium Titan Bags,Fashion,Bags,Titan,VEND0146,47993.23,52798.19,4804.96
PROD01853,Wireless Fastrack Children,Books,Children,Fastrack,VEND0280,24540.51,33965.76,9425.25
PROD01940,Wireless Lenovo Skin Care,Beauty,Skin Care,Lenovo,VEND0297,7341.89,9232.42,1890.53
PROD00312,Advanced Lenovo Bags,Fashion,Bags,Lenovo,VEND0081,34075.54,40293.65,6218.11
